id,today,survey_day,survey_month,lga_of_residence,village,time_taken,birth_year,gender,marital_status,household_size,educational_level,living_arrangement,roof_type,coop_society_member,planting_time,potato_farmsize_ha,farmsize_others_ha,potato_seeds_tons,cost_of_seeds,cost_of_farm_prep,total_fert_bags_purchased,total_cost_of_fert,mixed_cropping,years_of_experience,prior_participation,potato_variety,time_of_harvest,potato_harvested_tons,need_a_store,find_storage_facility,qty_potato_stored_tons,post_harvest_losses,post_harvest_loss_tons,potato_sold_tons,potato_price_kg,potato_price_ton,hired_labourers,hired_labourers_num,labourers_wages,nature_of_labour
1979-M-5607,2023-08-16,Wednesday,August,Mangu,Kongong,3.91333333651225,1979,Male,Married,3,secondary_education,owned,thatched,no,april,4.5,4.5,0.3,40000,5000,4,90000,yes,4,no,marabel,july,2.75,no,na,0,no,0,2.6,700,700000,no,0,0,manual
1979-F-3261,2023-08-24,Thursday,August,Mangu,Panyam,6.63686666488647,1979,Female,Married,3,primary_education,owned,zinc,no,april,4.5,4.5,0.4,35000,3500,5,95000,no,4,no,nicola,august,3,no,na,0,no,0,2.85,780,780000,no,0,0,manual
1978-M-0449,2023-08-29,Tuesday,August,Jos East,DURBI,3.58048333326975,1978,Male,Married,12,primary_education,owned,zinc,yes,may,0.36,0.45,0.5,146000,40000,8,168000,yes,13,yes,caruso marabel other,august,1.4,no,na,0,no,0,1.25,364,364000,no,0,0,manual
1978-M-8832,2023-08-31,Thursday,August,Jos East,Kutek,9.7463666677475,1978,Male,Married,12,non_formal_education,owned,zinc,yes,may,0.45,0.45,0.65,156000,65000,10,210000,yes,21,yes,caruso marabel other,august,1.5,yes,no,0,no,0,1.4,370,370000,no,0,0,manual
1978-F-4008,2023-08-18,Friday,August,Jos East,Gurraghiwi Angware,4.92225000063578,1978,Female,Married,10,non_formal_education,owned,zinc,yes,april,0.32,0.45,0.4,120000,42000,6,8,yes,8,yes,caruso other,august,0.9,no,na,0,no,0,0.85,380,380000,yes,6,52000,manual
1978-F-0384,2023-08-21,Monday,August,Mangu,JWAKPIYA,4.47608333428701,1978,Female,Married,10,non_formal_education,owned,zinc,no,may,13.5,4.5,0.75,300000,150000,12,300000,yes,5,yes,marabel,august,8.5,yes,yes,6,no,0,4.5,400,400000,yes,15,150000,manual
1978-M-2927,2023-08-22,Tuesday,August,Mangu,KWA,3.57634999752045,1978,Male,Married,10,non_formal_education,owned,zinc,no,may,13.5,4.5,0.75,300000,150000,12,300000,no,8,no,caruso,august,7.75,yes,yes,7,no,0,6.25,400,400000,yes,12,120000,manual
1978-F-0630,2023-08-25,Friday,August,Jos East,Fursum,11.5985666672389,1978,Female,Married,9,secondary_education,owned,zinc,yes,may,0.27,1260,0.35,122000,22000,5,112000,yes,6,yes,caruso marabel other,august,0.95,no,na,0,no,0,0.85,370,370000,no,0,0,manual
1978-M-7532,2023-08-25,Friday,August,Jos East,Adar,4.29014999866486,1978,Male,Married,9,non_formal_education,owned,zinc,yes,may,0.18,0.36,0.25,68000,22000,5,108000,yes,10,no,caruso lady_cristyl nicola,august,1.05,no,na,0,no,0,1,368,368000,no,0,0,manual
1978-M-3814,2023-09-01,Friday,September,Barkin Ladi,Kuzen,7.53316666285197,1978,Male,Married,9,primary_education,inherited,zinc,no,april,0.14,0.04,0.07,5000,2000,3,900,yes,9,yes,marabel,june,1.95,no,na,0,no,0,1.5,320,320000,no,0,0,manual
1978-F-6574,2023-08-17,Thursday,August,Jos East,Angware,5.46163333257039,1978,Female,Married,8,secondary_education,owned,zinc,yes,may,0.36,0.45,0.5,150000,62000,13,285000,yes,6,yes,caruso marabel,august,1.2,no,na,0,no,0,1.1,390,390000,no,0,0,manual
1978-M-9913,2023-08-21,Monday,August,Mangu,DUNGBIN,5.387566669782,1978,Male,Married,8,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,yes,7,no,caruso,august,5.6,yes,yes,4.5,no,0,3.75,400,400000,yes,10,120000,manual
1978-M-9165,2023-08-22,Monday,August,Mangu,MPER,4.52041666905085,1978,Male,Married,8,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,8,no,marabel,august,5.6,yes,yes,4.75,no,0,4,400,400000,yes,10,100000,manual
1978-M-6681,2023-08-22,Tuesday,August,Jos East,Igunrichi-Febas,3.85353333552678,1978,Male,Married,8,secondary_education,owned,zinc,yes,may,0.32,0.41,0.4,128000,35000,7,148000,yes,9,yes,marabel lady_cristyl nicola,august,1.15,no,na,0,no,0,1.1,372,372000,no,0,0,manual
1978-M-2264,2023-08-22,Tuesday,August,Riyom,Nout,4.89194999933243,1978,Male,Married,8,secondary_education,owned,zinc,yes,may,0.09,0.09,0.4,160000,30000,7,210000,no,20,yes,marabel,july,1.3,no,na,0,no,0,1.2,500,500000,yes,5,25000,manual
1978-F-7116,2023-08-23,Wednesday,August,Mangu,JWAKOM,3.91013333400091,1978,Female,Married,8,non_formal_education,owned,zinc,no,may,13.5,4.5,0.75,300000,150000,12,300000,yes,7,no,marabel,august,8,yes,yes,7.25,no,0,6.25,400,400000,yes,15,150000,manual
1978-F-0646,2023-08-23,Wednesday,August,Mangu,ANGWAN MUPUN,4.11100000143051,1978,Female,Married,8,non_formal_education,owned,zinc,no,may,18,13.5,1,400000,200000,18,450000,no,5,yes,caruso,july,13.25,yes,yes,12.5,no,0,11.75,400,400000,yes,20,200000,manual
1978-M-5485,2023-08-23,Wednesday,August,Mangu,KEN-VILLAGE,3.73341666857402,1978,Male,Married,8,non_formal_education,owned,zinc,no,may,27,13.5,1.5,600000,300000,28,700000,yes,4,no,marabel,august,21,yes,yes,20.5,no,0,19.25,400,400000,yes,30,300000,manual
1978-M-0172,2023-08-23,Wednesday,August,Barkin Ladi,Lobring,6.71090000073115,1978,Male,Married,8,secondary_education,inherited,zinc,yes,april,0.18,0.14,0.05,13000,75000,2,4,yes,6,yes,marabel,june,0.65,yes,yes,0.6,yes,0.55,0.5,500,500000,yes,2,20000,manual
1978-M-0630,2023-08-31,Thursday,August,Jos East,Fobur,3.83093333244324,1978,Male,Married,8,non_formal_education,owned,zinc,yes,may,0.27,0.36,0.4,128000,32000,5,115000,yes,10,yes,nicola other,august,0.9,no,na,0,no,0,0.85,370,370000,no,0,0,manual
1978-F-6773,2023-09-02,Saturday,September,Jos East,Duguza,4.07766666412354,1978,Female,Married,8,non_formal_education,owned,zinc,yes,may,0.22,0.36,0.35,115000,32000,5,116000,yes,12,no,marabel nicola other,august,1.05,no,na,0,no,0,1,372,372000,no,0,0,manual
1978-F-7844,2023-08-17,Thursday,August,Jos East,ANGWARE PADA,5.80526666641235,1978,Female,Married,7,secondary_education,owned,zinc,yes,may,0.27,0.36,0.35,140000,28000,10,250000,yes,6,yes,caruso marabel nicola,august,0.9,no,na,0,no,0,0.75,420,420000,yes,5,20000,manual
1978-F-1277,2023-08-17,Thursday,August,Jos East,ANGWARE PADA,5.80916666587194,1978,Female,Married,7,secondary_education,owned,zinc,yes,may,0.32,0.36,0.45,180000,48000,12,300000,yes,7,yes,caruso marabel lady_cristyl,august,1,no,na,0,no,0,0.9,430,430000,yes,4,20000,manual
1978-F-6078,2023-08-18,Friday,August,Jos South,Zawan,4215.74454999765,1978,Female,Married,7,tertiary_education,owned,zinc,yes,may,0.14,0.09,0.15,75000,15000,4,105000,yes,15,yes,marabel,july,0.85,no,na,0,yes,0.05,0.75,340,340000,yes,25,50000,manual
1978-F-1992,2023-08-18,Friday,August,Jos South,Zawan,4045.46291666826,1978,Female,Married,7,tertiary_education,owned,zinc,yes,april,0.09,0.09,0.1,60000,10000,2,52000,yes,12,yes,marabel other,august,0.6,no,na,0,yes,0.03,0.45,350,350000,yes,16,32000,manual
1978-F-4970,2023-08-21,Monday,August,Jos South,Vwang,85.8119166652362,1978,Female,Married,7,tertiary_education,inherited,zinc,yes,april,0.09,0.09,0.1,60000,10000,2,50000,yes,16,yes,nicola,july,0.6,yes,no,0,yes,0.05,0.5,340,340000,yes,8,14000,manual
1978-M-8106,2023-08-22,Tuesday,August,Riyom,Lo-pas,4.80224999984105,1978,Male,Married,7,secondary_education,owned,zinc,yes,may,0.04,0.09,0.12,100000,12000,6,180000,yes,16,yes,marabel,july,0.65,no,na,0,yes,0.1,0.5,360,360000,yes,4,12000,manual
1978-M-1188,2023-08-25,Friday,August,Jos South,Chaha Vwang,482.775499999523,1978,Male,Married,7,secondary_education,owned,zinc,yes,may,0.27,0.36,0.3,180000,20000,5,130000,yes,22,no,nicola,july,1.5,no,na,0,no,0,1.3,330,330000,yes,12,18000,manual
1978-F-2504,2023-08-26,Saturday,August,Riyom,Gwara,4.63595000108083,1978,Female,Married,7,secondary_education,owned,zinc,yes,may,0.04,0.14,0.12,100000,14500,6,180000,no,17,no,marabel,july,0.9,no,na,0,no,0,0.8,360,360000,yes,4,16000,manual
1978-F-3325,2023-09-03,Sunday,September,Jos South,Hwak Kuru,483.035199999809,1978,Female,Married,7,tertiary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,14000,2,53000,yes,15,no,marabel,july,0.9,no,na,0,no,0,0.85,350,350000,yes,19,38000,manual
1978-F-2671,2023-08-19,Saturday,August,Bassa,Binchi,12.4150166670481,1978,Female,Married,6,secondary_education,owned,zinc,yes,april,0.22,0.36,0.3,108000,50000,5,125000,no,9,no,marabel,june,2.1,no,na,0,yes,0.2,1.9,460,460000,yes,34,71000,manual
1978-M-8811,2023-08-20,Saturday,August,Bassa,Miango,12.1505499998728,1978,Male,Married,6,secondary_education,owned,zinc,yes,april,0.27,0.45,0.3,108000,75000,6,150000,no,10,no,marabel,june,2.5,no,na,0,yes,0.25,2.25,460,460000,yes,35,93000,manual
1978-F-2506,2023-08-21,Monday,August,Jos South,Vwang,5.8404833316803,1978,Female,Married,6,tertiary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,20000,4,100000,yes,16,yes,marabel nicola,august,1.05,no,na,0,yes,0.05,0.95,380,380000,yes,8,16000,manual
1978-M-6187,2023-08-21,Monday,August,Jos South,Vwang,49.8922833323479,1978,Male,Married,6,secondary_education,owned,zinc,yes,april,0.18,0.22,0.2,120000,19000,4,100000,yes,18,no,marabel nicola,july,0.85,no,na,0,no,0,0.75,340,340000,yes,7,14000,manual
1978-F-4963,2023-08-21,Monday,August,Jos South,Vwang,14.5253499984741,1978,Female,Married,6,secondary_education,owned,zinc,yes,april,0.09,0.09,0.1,60000,8000,2,50000,yes,12,yes,marabel,august,0.7,no,na,0,no,0,0.6,370,370000,yes,6,12000,manual
1978-F-2486,2023-08-22,Tuesday,August,Mangu,DIKIBIN,3.9776166677475,1978,Female,Married,6,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,5,no,caruso,july,5.25,yes,yes,5,no,0,4.5,400,400000,yes,9,95000,manual
1978-F-9468,2023-08-23,Wednesday,August,Mangu,ANGWAN MUPUN,3.53890000184377,1978,Female,Married,6,non_formal_education,owned,zinc,no,may,13.5,4.5,0.75,300000,150000,12,300000,yes,4,yes,caruso,july august,8.75,yes,yes,7.75,no,0,7,400,400000,yes,13,130000,manual
1978-F-2278,2023-08-24,Thursday,August,Bassa,Miango,7.81945000092189,1978,Female,Married,6,secondary_education,owned,zinc,yes,april,0.14,0.36,0.15,51000,30000,3,75000,no,9,no,nicola,june,1.45,no,na,0,yes,0.15,1.3,460,460000,yes,20,39000,manual
1978-M-2241,2023-08-27,Sunday,August,Jos South,Rabin Du,270.889616664251,1978,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.18,0.14,0.2,120000,25000,4,104000,yes,16,no,other,august,1.35,no,na,0,no,0,1.25,380,380000,yes,12,22000,manual
1978-F-0901,2023-08-29,Monday,August,Jos South,Kuru,526.018200000127,1978,Female,Married,6,tertiary_education,inherited,zinc,yes,may,0.14,0.09,0.15,90000,10000,3,78000,yes,15,yes,marabel,july,1,no,na,0,yes,0.05,0.9,360,360000,yes,8,16000,manual
1978-F-6785,2023-08-29,Tuesday,August,Jos South,Kuru,29.568666668733,1978,Female,Married,6,secondary_education,inherited,zinc,yes,may,0.14,0.09,0.1,60000,13000,3,78000,yes,13,no,marabel,july,0.8,no,na,0,no,0,0.75,360,360000,yes,7,14000,manual
1978-M-9513,2023-09-01,Friday,September,Jos South,Kwang Du,1064.98294999997,1978,Male,Married,6,tertiary_education,owned,zinc,yes,may,0.22,0.09,0.25,150000,30000,4,106000,yes,19,no,other,august,1.9,no,na,0,no,0,1.75,380,380000,yes,35,70000,manual
1978-F-6525,2023-09-01,Friday,September,Jos South,Gura Lando Gyel,788.352333331108,1978,Female,Married,6,tertiary_education,inherited,zinc,yes,april,0.14,0,0.12,75000,12,2,53000,yes,16,no,nicola,august,0.9,no,na,0,no,0,0.8,340,340000,yes,9,18000,manual
1978-F-9401,2023-09-01,Friday,September,Jos South,Kuru,47.2261333346367,1978,Female,Married,6,tertiary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,13000,2,53000,yes,13,no,other,august,0.95,no,na,0,no,0,0.9,380,380000,yes,14,18000,manual
1978-F-0095,2023-09-01,Friday,September,Jos South,Kuru,23.2482833345731,1978,Female,Married,6,secondary_education,inherited,zinc,yes,may,0.09,0.09,0.07,45000,10000,1,26500,yes,20,no,marabel,august,0.8,no,na,0,no,0,0.75,360,360000,yes,13,26000,manual
1978-F-7935,2023-09-01,Friday,September,Jos South,Kuru,20.0853500008583,1978,Female,Married,6,secondary_education,owned,zinc,yes,may,0.09,0.14,0.1,60000,13000,2,53000,yes,18,no,other,august,1.15,no,na,0,no,0,1,370,370000,yes,20,40000,manual
1978-F-2285,2023-09-01,Friday,September,Jos South,Kuru,17.0220333337784,1978,Female,Married,6,tertiary_education,owned,zinc,yes,may,0.09,0.14,0.1,60000,13000,2,53000,yes,15,no,marabel,july,0.85,no,na,0,no,0,0.75,360,360000,yes,17,34000,manual
1978-M-8654,2023-09-02,Saturday,September,Jos South,Hwak Kuru,1031.43141666651,1978,Male,Married,6,secondary_education,owned,zinc,yes,may,0.14,0.09,0.15,90000,15000,3,80000,yes,18,no,other,august,1.35,no,na,0,no,0,1.25,380,380000,yes,25,50000,manual
1978-F-6367,2023-09-04,Monday,September,Jos North,Tudun wada,57.1387666662534,1978,Female,Married,6,secondary_education,rented,zinc,yes,may,0.5,1.12,0.12,100000,20000,200,72000,yes,5,yes,marabel,august,1.7,yes,yes,1.5,yes,1.7,1.25,320,320000,yes,3,15500,manual
1978-M-2163,2023-08-16,Wednesday,August,Bassa,Miango,41.5734333356221,1978,Male,Married,5,secondary_education,owned,zinc,yes,may,0.36,0.5,0.25,140000,87000,9,225000,no,10,no,marabel,june,2.6,yes,yes,2.25,yes,0.2,2.25,400,400000,yes,58,117000,manual
1978-M-9514,2023-08-21,Monday,August,Mangu,DANGMET,5.20766666730245,1978,Male,Married,5,non_formal_education,inherited,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,no,6,no,marabel,august,2.5,yes,yes,2.25,no,0,1.75,460,460000,yes,5,55000,manual
1978-F-0667,2023-08-21,Monday,August,Mangu,KWAHAS,4.5804500023524,1978,Female,Married,5,primary_education,owned,zinc,no,may,4.5,4.5,0.25,100000,50000,4,100000,yes,5,yes,marabel,august,2.5,yes,yes,2,no,0,1.75,400,400000,yes,5,50000,manual
1978-F-6898,2023-08-19,Saturday,August,Jos South,Zawan,2723.57019999822,1978,Female,Married,5,tertiary_education,owned,zinc,yes,april,0.18,0.09,0.22,130000,20000,4,100000,yes,25,yes,marabel other,july,0.9,no,na,0,yes,0.05,0.8,330,330000,yes,23,46000,manual
1978-F-0692,2023-08-21,Monday,August,Jos South,Vwang,112.099833333492,1978,Female,Married,5,secondary_education,owned,zinc,yes,may,0.18,0.27,0.2,120000,22000,4,100000,yes,18,yes,marabel other,august,1.15,no,na,0,yes,0.05,1,380,380000,yes,30,60000,manual
1978-F-2641,2023-08-21,Monday,August,Jos South,Vwang,41.8616833368937,1978,Female,Married,5,secondary_education,owned,zinc,yes,april,0.09,0.14,0.07,45000,10000,2,50000,yes,15,no,marabel,july august,0.5,no,na,0,no,0,0.45,360,360000,yes,4,8000,manual
1978-F-2470,2023-08-22,Tuesday,August,Mangu,DUNGLA'AR,4.9754333337148,1978,Female,Married,5,primary_education,inherited,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,7,no,caruso,july,6,yes,yes,5.5,no,0,4.75,400,400000,yes,10,100000,manual
1978-M-9617,2023-08-23,Wednesday,August,Mangu,S/BARKI-GINDIRI,3.8784500002861,1978,Male,Married,5,non_formal_education,inherited,zinc,no,may,13.5,4.5,0.75,300000,150000,10,250000,yes,4,no,marabel,july,8.75,yes,yes,0.8,no,0,7.5,400,400000,yes,12,130000,manual
1978-F-0484,2023-08-23,Wednesday,August,Jos South,Zawan,48.5288833340009,1978,Female,Married,5,secondary_education,owned,zinc,yes,april,0.14,0.09,0.12,75000,16000,3,75000,yes,20,no,marabel,august,0.85,yes,no,0,yes,0.05,0.75,370,370000,yes,7,14000,manual
1978-M-2055,2023-08-24,Thursday,August,Bassa,Miango,552.268033333619,1978,Male,Married,5,secondary_education,owned,zinc,yes,may,0.22,0.45,0.3,90000,50000,5,150000,no,10,no,nicola,july,2.4,no,na,0,yes,0.2,2.2,440,440000,yes,26,68000,manual
1978-F-4615,2023-08-24,Thursday,August,Jos South,Turu,25.1310166676839,1978,Female,Married,5,secondary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,12000,2,52000,yes,18,no,marabel,july,0.6,yes,yes,0.25,yes,0.05,0.5,370,370000,yes,4,8000,manual
1978-F-9428,2023-08-25,Friday,August,Mangu,Sabon gida,3.30031666358312,1978,Female,Married,5,secondary_education,owned,thatched,no,april,4.5,4.5,0.4,36000,3500,6,145000,no,5,yes,marabel,july,3.2,no,na,0,no,0,3.05,780,780000,no,0,0,manual
1978-F-8564,2023-08-27,Sunday,August,Riyom,Danpyam,7.24275000095367,1978,Female,Married,5,secondary_education,owned,zinc,yes,may,0.09,0.09,0.4,180000,20000,8,240000,no,25,no,marabel,july,1.25,no,na,0,yes,0.05,1.05,400,400000,yes,5,25000,manual
1978-M-3247,2023-08-27,Sunday,August,Jos South,Rabin Du,1056.93344999949,1978,Male,Married,5,tertiary_education,owned,zinc,yes,may,0.18,0.09,0.2,120000,20000,4,108,yes,20,no,marabel,july,1.4,no,na,0,no,0,1.3,350,350000,yes,11,22000,manual
1978-M-4927,2023-08-27,Sunday,August,Jos South,Sheh Du,1020.27013333241,1978,Male,Married,5,tertiary_education,owned,zinc,yes,may,0.18,0.14,0.2,120000,20000,4,105000,yes,15,no,marabel,july,1.3,no,na,0,no,0,1.2,360,360000,yes,10,20000,manual
1978-F-4884,2023-08-27,Sunday,August,Mangu,Panyam,2.94925000270208,1978,Female,Married,5,secondary_education,owned,zinc,no,april,4.5,4.5,0.4,35000,4000,6,145000,no,4,no,other,august,3.15,no,na,0,no,0,3,760,760000,no,0,0,manual
1978-F-0934,2023-08-28,Monday,August,Jos South,Bek Du,20.1093833327293,1978,Female,Married,5,secondary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,12000,2,53000,yes,19,no,nicola,july,0.75,no,na,0,no,0,0.7,340,340000,yes,7,14000,manual
1978-F-6969,2023-08-29,Monday,August,Jos South,Du,544.051133334637,1978,Female,Married,5,tertiary_education,inherited,zinc,yes,may,0.09,0.09,0.1,60000,14000,2,53000,yes,10,no,marabel,july,0.75,no,na,0,no,0,0.7,360,360000,yes,5,10000,manual
1978-F-5291,2023-08-29,Tuesday,August,Jos South,Kuru,462.436716667811,1978,Female,Married,5,tertiary_education,owned,zinc,yes,may,0.09,0.14,0.1,60000,10000,2,60000,yes,9,no,nicola,august,0.5,no,na,0,no,0,0.45,350,350000,yes,3,6000,manual
1978-M-8730,2023-08-29,Tuesday,August,Jos South,Kuru,28.019833334287,1978,Male,Married,5,secondary_education,owned,zinc,yes,may,0.09,0.09,0.1,60000,13000,2,53000,yes,13,yes,other,july,0.65,no,na,0,no,0,0.6,350,350000,yes,6,12000,manual
1978-M-1882,2023-08-29,Tuesday,August,Jos South,Kuru,21.7141999999682,1978,Male,Married,5,tertiary_education,owned,zinc,yes,may,0.14,0.09,0.12,75000,15000,3,53000,yes,5,yes,marabel,july,0.9,no,na,0,no,0,0.8,370,370000,yes,12,24000,manual
1978-F-5048,2023-08-30,Wednesday,August,Jos South,Kuru,37.0847000002861,1978,Female,Married,5,tertiary_education,inherited,zinc,yes,may,0.09,0.14,0.1,60000,12000,2,53000,yes,8,yes,marabel,july,0.6,no,na,0,no,0,0.55,350,350000,yes,4,8000,manual
1978-F-5291,2023-08-30,Wednesday,August,Jos South,Kuru,539.421750001113,1978,Female,Married,5,secondary_education,inherited,zinc,yes,may,0.09,0.14,0.1,60000,11000,2,53000,yes,15,yes,marabel,july,0.6,no,na,0,no,0,0.5,330,330000,yes,3,6000,manual
1978-F-0075,2023-08-30,Wednesday,August,Jos South,Kuru,221.537883333365,1978,Female,Married,5,secondary_education,owned,zinc,yes,may,0.09,0.14,0.1,60000,10000,2,53000,yes,12,yes,marabel,july,0.65,no,na,0,no,0,0.6,350,350000,yes,5,10000,manual
1978-F-4384,2023-08-31,Thursday,August,Jos South,Kuru,46.016733332475,1978,Female,Married,5,tertiary_education,owned,zinc,yes,may,0.14,0.09,0.15,90000,16000,3,80000,yes,20,no,marabel,july,1.15,no,na,0,no,0,1,370,370000,yes,16,32000,manual
1978-F-2548,2023-08-31,Thursday,August,Jos South,Zawan,115.116666666667,1978,Female,Married,5,tertiary_education,inherited,zinc,yes,may,0.18,0.04,0.2,120000,26000,4,106000,yes,6,no,marabel,july,1.4,no,na,0,no,0,1.3,360,360000,yes,20,40000,manual
1978-F-6488,2023-08-31,Thursday,August,Jos South,Nyango Gura Gyel,31.1138500014941,1978,Female,Married,5,secondary_education,inherited,zinc,yes,may,0.14,0.04,0.12,75000,13000,2,53000,yes,16,no,marabel,july,0.95,no,na,0,no,0,0.9,350,350000,yes,15,30000,manual
1978-F-0993,2023-09-03,Sunday,September,Jos South,Chugwi Vwang,49.8924499988556,1978,Female,Married,5,secondary_education,owned,zinc,yes,may,0.18,0.18,0.2,120000,22000,4,106000,yes,15,no,marabel,july,1.5,no,na,0,yes,0.1,1.25,340,340000,yes,23,46000,manual
1978-M-9147,2023-08-16,Wednesday,August,Riyom,Danpyam,9.31910000244776,1978,Male,Married,4,secondary_education,owned,zinc,yes,april,0.09,0.14,0.4,60000,20000,6,180000,no,20,no,marabel,june,0.8,yes,yes,0.6,yes,0.1,0.6,400,400000,yes,4,20000,manual
1978-M-0436,2023-08-17,Thursday,August,Mangu,Dukibin,6.58609999815623,1978,Male,Married,4,primary_education,owned,zinc,no,april,6.75,6.75,0.65,35000,5000,7,160000,no,6,no,nicola,august,4.05,no,na,0,no,0,3.95,760,760000,yes,4,8000,manual
1978-F-8838,2023-08-19,Saturday,August,Bassa,Miango,176.360466667016,1978,Female,Married,4,secondary_education,owned,zinc,yes,april,0.27,0.41,0.35,112000,75000,6,150000,no,13,no,marabel,june,2.4,no,na,0,yes,0.2,2.2,420,420000,yes,33,92000,manual
1978-F-8196,2023-08-21,Monday,August,Mangu,LCC DUNGBHUU,5.34191666841507,1978,Female,Married,4,non_formal_education,inherited,zinc,no,may,4.5,6.75,0.25,100000,50000,4,100000,yes,6,no,caruso,august,2.5,yes,yes,1.75,no,0,1.5,440,440000,yes,6,60000,manual
1978-F-8936,2023-08-21,Monday,August,Mangu,PWASKOP,6.08680000305176,1978,Female,Married,4,non_formal_education,inherited,zinc,no,may,13.5,9,0.75,300000,200000,15,425000,no,6,no,marabel,august,8,yes,yes,5,no,0,4.25,480,480000,yes,15,150000,manual
1978-M-8886,2023-08-22,Tuesday,August,Bassa,Zabolo,19.5530499974887,1978,Male,Married,4,secondary_education,inherited,zinc,yes,april,0.14,0.45,0.2,72000,34000,3,78000,no,11,no,marabel,june,1.3,no,na,0,yes,0.15,1.15,460,460000,yes,18,45000,manual
1978-F-3558,2023-08-22,Tuesday,August,Mangu,KOGUL,3.42586666742961,1978,Female,Married,4,non_formal_education,owned,zinc,no,may,9,4.5,0.5,200000,100000,8,200000,no,4,no,caruso,august,6,yes,yes,5.5,no,0,4.75,400,400000,yes,10,100000,manual
1978-F-3985,2023-08-23,Wednesday,August,Bassa,Miango,10.5605499982834,1978,Female,Married,4,secondary_education,owned,zinc,yes,april,0.14,0.36,0.2,72000,34000,3,75000,no,12,no,nicola,july,1.45,no,na,0,yes,0.15,1.3,460,460000,yes,19,43000,manual
1978-F-2070,2023-08-24,Thursday,August,Barkin Ladi,Fan,2.84761666456858,1978,Female,Married,4,secondary_education,inherited,zinc,no,april,0.22,0.14,0.07,13000,25000,5,5000,yes,8,yes,marabel,june,0.7,yes,yes,0.65,yes,0.6,0.55,500,500000,yes,2,20000,manual
1978-M-2674,2023-08-25,Friday,August,Mangu,Tong'ashak,2.70218333403269,1978,Male,Married,4,secondary_education,owned,zinc,no,april,4.5,4.5,0.45,37000,3500,7,170000,no,6,no,other,august,3.9,no,na,0,no,0,3.65,780,780000,yes,2,5000,manual
1978-M-8756,2023-08-26,Saturday,August,Mangu,Kombun,2.9871000011762,1978,Male,Married,4,secondary_education,owned,zinc,no,april,6.75,6.75,0.55,36000,4500,7,165000,no,6,yes,other,august,4.85,no,na,0,no,0,4.75,760,760000,yes,3,9000,manual
1978-F-2070,2023-08-26,Saturday,August,Riyom,Bangai,3.41986666917801,1978,Female,Married,4,secondary_education,owned,zinc,yes,may,0.04,0.14,0.12,100000,18000,5,150000,no,25,no,other,july,0.8,no,na,0,yes,0.1,0.65,360,360000,yes,5,15000,manual
1978-M-6366,2023-08-26,Saturday,August,Riyom,Forest,4.6495333313942,1978,Male,Married,4,secondary_education,owned,zinc,yes,may,0.22,0.14,0.25,125000,15000,5,150000,no,19,no,other,july,0.8,no,na,0,yes,0.05,0.7,400,400000,yes,4,20000,manual
1978-M-9463,2023-08-27,Sunday,August,Mangu,Mangu,2.5528666694959,1978,Male,Married,4,secondary_education,owned,zinc,no,april,4.5,4.5,0.4,36000,5000,6,160000,no,6,yes,other,july,2.8,no,na,0,no,0,2.7,780,780000,no,0,0,manual
1978-F-6803,2023-08-26,Saturday,August,Bassa,Gabia,2876.33619999886,1978,Female,Married,4,secondary_education,owned,zinc,yes,may,0.14,0.45,0.15,54000,32000,3,75000,yes,15,no,marabel,july,1.4,no,na,0,yes,0.1,1.3,420,420000,yes,20,41000,manual
1978-F-2812,2023-08-16,Wednesday,August,Mangu,Baudan Langai District,4.69398333231608,1978,Female,Married,3,primary_education,owned,zinc,no,april,2.25,2.25,0.15,40000,3000,2,40000,no,3,no,nicola,august,1.35,no,na,0,no,0,1.25,700,700000,no,0,0,manual
1978-M-2874,2023-08-16,Wednesday,August,Mangu,Jwakji pushit District,3.83151666720708,1978,Male,Married,3,secondary_education,owned,zinc,no,april,2.25,2.25,0.15,35000,2000,2,50000,no,3,no,caruso,july,1.35,no,na,0,no,0,1.25,700,700000,no,0,0,manual
1978-M-5000,2023-08-16,Wednesday,August,Mangu,Ampang West,3.80269999901454,1978,Male,Married,3,secondary_education,owned,zinc,no,april,4.5,4.5,0.4,35000,3000,5,110000,no,5,no,caruso,july,3.75,no,na,0,no,0,3.7,700,700000,yes,4,8000,manual
1978-M-4596,2023-08-17,Thursday,August,Mangu,Dunglar,5.7304166674614,1978,Male,Married,3,primary_education,owned,zinc,no,april,6.75,6.75,0.6,10,5000,8,175000,no,8,no,nicola,august,4.8,no,na,0,no,0,4.7,720,720000,yes,3,9000,manual
